,permno,namedt,nameenddt,shrcd,exchcd,siccd,ncusip,ticker,comnam,shrcls,permco,hexcd,cusip,st_date,end_date,namedum,s_date,e_date
7768,13562,2012-08-14,2023-12-29,73,3,6726,33738R11,TDIV,FIRST TRUST E T F VI,,54165,3,33738R11,2012-08-14,2023-12-29,2.0,2012-08-14,2023-12-29
7769,13563,2012-08-22,2019-11-10,11,3,9999,88677Q10,TTS,TILE SHOP HOLDINGS INC,,54170,3,88677Q10,2012-08-22,2023-12-29,2.0,2012-08-22,2023-12-29
7770,13563,2019-11-11,2021-06-16,11,0,9999,88677Q10,,TILE SHOP HOLDINGS INC,,54170,3,88677Q10,2012-08-22,2023-12-29,2.0,2012-08-22,2023-12-29
7771,13563,2021-06-17,2023-12-29,11,3,9999,88677Q10,TTSH,TILE SHOP HOLDINGS INC,,54170,3,88677Q10,2012-08-22,2023-12-29,2.0,2012-08-22,2023-12-29
7772,13564,2012-08-31,2016-09-30,11,3,9999,90331310,USMD,U S M D HOLDINGS INC,,54171,3,90331310,2012-08-31,2016-09-30,2.0,2012-08-31,2016-09-30
7779,13567,2012-10-01,2016-04-29,11,1,7381,00101J10,ADT,A D T CORP,,54174,1,00101J10,2012-10-01,2016-04-29,2.0,2012-10-01,2016-04-29
7780,13568,2012-09-18,2023-12-29,73,4,6726,00768Y76,VEGA,ADVISORSHARES TRUST,,53202,4,00768Y76,2012-09-18,2023-12-29,2.0,2012-09-18,2023-12-29
7781,13569,2012-09-24,2014-10-05,12,2,1311,07831410,BXE,BELLATRIX EXPLORATION LTD,,54175,1,07831450,2012-09-24,2019-02-11,2.0,2012-09-24,2019-02-11
7782,13569,2014-10-06,2016-12-18,12,1,1311,07831410,BXE,BELLATRIX EXPLORATION LTD,,54175,1,07831450,2012-09-24,2019-02-11,2.0,2012-09-24,2019-02-11
7783,13569,2016-12-19,2017-01-24,12,1,1382,07831410,BXE,BELLATRIX EXPLORATION LTD,,54175,1,07831450,2012-09-24,2019-02-11,2.0,2012-09-24,2019-02-11
7784,13569,2017-01-25,2017-07-05,12,1,1321,07831410,BXE,BELLATRIX EXPLORATION LTD,,54175,1,07831450,2012-09-24,2019-02-11,2.0,2012-09-24,2019-02-11
7785,13569,2017-07-06,2019-02-11,12,1,1321,07831450,BXE,BELLATRIX EXPLORATION LTD,,54175,1,07831450,2012-09-24,2019-02-11,2.0,2012-09-24,2019-02-11
7786,13570,2012-09-26,2013-07-16,44,1,6282,09257R10,BGB,BLACKSTONE GSO STRATEGIC CR FUND,,54176,1,09257R10,2012-09-26,2023-12-29,2.0,2012-09-26,2023-12-29
7787,13570,2013-07-17,2020-12-20,44,1,6726,09257R10,BGB,BLACKSTONE GSO STRATEGIC CR FUND,,54176,1,09257R10,2012-09-26,2023-12-29,2.0,2012-09-26,2023-12-29
7788,13570,2020-12-21,2023-03-05,44,1,6726,09257R10,BGB,BLACKSTONE STRATEGIC CREDIT FUND,,54176,1,09257R10,2012-09-26,2023-12-29,2.0,2012-09-26,2023-12-29
7789,13570,2023-03-06,2023-12-29,44,1,6726,09257R10,BGB,BLACKSTONE STR CR 2027 TERM FUND,,54176,1,09257R10,2012-09-26,2023-12-29,2.0,2012-09-26,2023-12-29
7790,13571,2012-09-26,2019-09-08,44,1,6726,23164710,SZC,CUSHING RENAISSANCE FUND,,54177,1,23164720,2012-09-26,2023-12-29,2.0,2012-09-26,2023-12-29
7791,13571,2019-09-09,2020-04-02,44,1,6722,23164710,SZC,CUSHING RENAISSANCE FUND,,54177,1,23164720,2012-09-26,2023-12-29,2.0,2012-09-26,2023-12-29
7792,13571,2020-04-03,2020-06-14,44,1,6722,23164710,SZC,CUSHING NEXTGEN INFRA INCOME FD,,54177,1,23164720,2012-09-26,2023-12-29,2.0,2012-09-26,2023-12-29
7793,13571,2020-06-15,2022-10-31,44,1,6722,23164720,SZC,CUSHING NEXTGEN INFRA INCOME FD,,54177,1,23164720,2012-09-26,2023-12-29,2.0,2012-09-26,2023-12-29
7794,13571,2022-11-01,2023-12-29,44,1,6722,23164720,NXG,N X G NEXTGEN INFRA INCOME FUND,,54177,1,23164720,2012-09-26,2023-12-29,2.0,2012-09-26,2023-12-29
7795,13572,2012-09-28,2023-12-29,73,4,6726,33939L30,TLTE,FLEXSHARES TRUST,,53875,4,33939L30,2012-09-28,2023-12-29,2.0,2012-09-28,2023-12-29
7800,13575,2012-09-28,2023-12-29,73,4,6726,33939L80,TLTD,FLEXSHARES TRUST,,53875,4,33939L80,2012-09-28,2023-12-29,2.0,2012-09-28,2023-12-29
7801,13576,2012-09-26,2017-04-16,31,1,6029,40053C10,BSMX,GROUPO FIN SANT MEX SAB DE CV,,54178,1,05969B10,2012-09-26,2023-05-04,2.0,2012-09-26,2023-05-04
7802,13576,2017-04-17,2018-01-28,31,1,6021,40053C10,BSMX,GROUPO FIN SANT MEX SAB DE CV,,54178,1,05969B10,2012-09-26,2023-05-04,2.0,2012-09-26,2023-05-04
7803,13576,2018-01-29,2023-05-04,31,1,6021,05969B10,BSMX,BANCO SANTANDER MEXICO S A,,54178,1,05969B10,2012-09-26,2023-05-04,2.0,2012-09-26,2023-05-04
7804,13577,2012-10-01,2019-11-18,11,1,3537,44917210,HY,HYSTER YALE MATERIALS HANDLG INC,A,28836,1,44917210,2012-10-01,2023-12-29,2.0,2012-10-01,2023-12-29
7805,13577,2019-11-19,2023-12-29,11,1,5084,44917210,HY,HYSTER YALE MATERIALS HANDLG INC,A,28836,1,44917210,2012-10-01,2023-12-29,2.0,2012-10-01,2023-12-29
7806,13578,2012-09-13,2023-12-29,73,4,6726,46428614,FM,ISHARES INC,,31600,4,46428614,2012-09-13,2023-12-29,2.0,2012-09-13,2023-12-29
7807,13579,2012-09-20,2019-08-28,11,1,6029,63370710,NBHC,NATIONAL BANK HOLDINGS CORP,A,54180,1,63370710,2012-09-20,2023-12-29,2.0,2012-09-20,2023-12-29
7808,13579,2019-08-29,2023-12-29,11,1,6021,63370710,NBHC,NATIONAL BANK HOLDINGS CORP,A,54180,1,63370710,2012-09-20,2023-12-29,2.0,2012-09-20,2023-12-29
7809,13580,2012-09-20,2013-07-17,18,1,6798,84860F10,SRC,SPIRIT REALTY CAPITAL INC,,54181,1,84860F10,2012-09-20,2013-07-17,2.0,2012-09-20,2013-07-17
7812,13583,2012-09-28,2020-11-09,71,1,4922,86614210,SMLP,SUMMIT MIDSTREAM PARTNERS LP,,54182,1,86614240,2012-09-28,2023-12-29,2.0,2012-09-28,2023-12-29
7813,13583,2020-11-10,2023-12-29,71,1,4922,86614240,SMLP,SUMMIT MIDSTREAM PARTNERS LP,,54182,1,86614240,2012-09-28,2023-12-29,2.0,2012-09-28,2023-12-29
7814,13584,2012-09-20,2014-10-26,71,1,5411,86923910,SUSP,SUSSER PETROLEUM PARTNERS LP,,54183,1,86765K10,2012-09-20,2023-12-29,2.0,2012-09-20,2023-12-29
7815,13584,2014-10-27,2020-04-05,71,1,5411,86765K10,SUN,SUNOCO LP,,54183,1,86765K10,2012-09-20,2023-12-29,2.0,2012-09-20,2023-12-29
7816,13584,2020-04-06,2023-12-29,71,1,5172,86765K10,SUN,SUNOCO LP,,54183,1,86765K10,2012-09-20,2023-12-29,2.0,2012-09-20,2023-12-29
7817,13585,2012-09-20,2015-02-17,11,1,7374,89788810,TRLA,TRULIA INC,,54184,1,89788810,2012-09-20,2015-02-17,2.0,2012-09-20,2015-02-17
7818,13586,2012-10-01,2013-04-15,12,1,4941,H6169Q10,PNR,PENTAIR LTD,,54185,1,G7S00T10,2012-10-01,2023-12-29,2.0,2012-10-01,2023-12-29
7819,13586,2013-04-16,2014-06-02,12,1,3823,H6169Q10,PNR,PENTAIR LTD,,54185,1,G7S00T10,2012-10-01,2023-12-29,2.0,2012-10-01,2023-12-29
7820,13586,2014-06-03,2015-02-05,12,1,3823,G7S00T10,PNR,PENTAIR PLC,,54185,1,G7S00T10,2012-10-01,2023-12-29,2.0,2012-10-01,2023-12-29
7821,13586,2015-02-06,2017-12-25,12,1,3491,G7S00T10,PNR,PENTAIR PLC,,54185,1,G7S00T10,2012-10-01,2023-12-29,2.0,2012-10-01,2023-12-29
7822,13586,2017-12-26,2023-12-29,12,1,3559,G7S00T10,PNR,PENTAIR PLC,,54185,1,G7S00T10,2012-10-01,2023-12-29,2.0,2012-10-01,2023-12-29
7823,13594,2012-09-20,2017-11-30,11,3,9999,13979410,CBF,CAPITAL BANK FINANCIAL CORP,A,54191,3,13979410,2012-09-20,2017-11-30,2.0,2012-09-20,2017-11-30
7824,13595,2012-09-19,2015-06-30,73,3,6726,97717X71,CHXF,WISDOMTREE TRUST,,50852,3,97717X71,2012-09-19,2023-12-29,2.0,2012-09-19,2023-12-29
7825,13595,2015-07-01,2023-12-29,73,3,6726,97717X71,CXSE,WISDOMTREE TRUST,,50852,3,97717X71,2012-09-19,2023-12-29,2.0,2012-09-19,2023-12-29
7826,13596,2012-09-25,2015-08-10,31,3,9999,16952T10,CMGE,CHINA MOBILE GAMES & ENT GRP LTD,,54192,3,16952T10,2012-09-25,2015-08-10,2.0,2012-09-25,2015-08-10
7827,13597,2012-09-20,2014-04-14,12,3,9999,G4772R10,INXB,INFINITY CROSS BORDER ACQ CORP,,54152,3,37960610,2012-09-20,2016-09-29,2.0,2012-09-20,2016-09-29
7828,13597,2014-04-15,2016-09-29,11,3,9999,37960610,GLRI,GLORI ENERGY INC,,54152,3,37960610,2012-09-20,2016-09-29,2.0,2012-09-20,2016-09-29
7829,13598,2012-10-02,2015-07-02,11,3,9999,50076Q10,KRFT,KRAFT FOODS GROUP INC,,54193,3,50076Q10,2012-10-02,2015-07-02,2.0,2012-10-02,2015-07-02
7830,13599,2012-09-12,2015-10-18,11,3,6700,53222K10,LFVN,LIFEVANTAGE CORP,,54194,3,53222K20,2012-09-12,2023-12-29,2.0,2012-09-12,2023-12-29
7831,13599,2015-10-19,2023-12-29,11,3,6700,53222K20,LFVN,LIFEVANTAGE CORP,,54194,3,53222K20,2012-09-12,2023-12-29,2.0,2012-09-12,2023-12-29
7832,13600,2012-09-28,2023-12-29,11,3,9999,74758T30,QLYS,QUALYS INC,,54195,3,74758T30,2012-09-28,2023-12-29,2.0,2012-09-28,2023-12-29
7833,13601,2012-10-26,2016-09-11,44,1,6726,05617T10,BGH,BABSON CAP GLB SH DUR HI YLD FD,,54196,1,06760L10,2012-10-26,2023-12-29,2.0,2012-10-26,2023-12-29
7834,13601,2016-09-12,2020-09-29,44,1,6726,06760L10,BGH,BARINGS GLOBAL SH DUR HI YLD FD,,54196,1,06760L10,2012-10-26,2023-12-29,2.0,2012-10-26,2023-12-29
7835,13601,2020-09-30,2023-12-29,44,1,6733,06760L10,BGH,BARINGS GLOBAL SH DUR HI YLD FD,,54196,1,06760L10,2012-10-26,2023-12-29,2.0,2012-10-26,2023-12-29
7841,13604,2012-10-04,2017-04-12,11,1,3089,08579W10,BERY,BERRY PLASTICS GROUP INC,,54198,1,08579W10,2012-10-04,2023-12-29,2.0,2012-10-04,2023-12-29
7842,13604,2017-04-13,2023-12-29,11,1,3089,08579W10,BERY,BERRY GLOBAL GROUP INC,,54198,1,08579W10,2012-10-04,2023-12-29,2.0,2012-10-04,2023-12-29
7843,13605,2012-10-16,2016-10-18,73,4,6726,26846146,EMCR,E G A EMERGING GLOBAL SHARES TR,,53146,4,19762B60,2012-10-16,2017-07-21,2.0,2012-10-16,2017-07-21
7844,13605,2016-10-19,2017-07-21,73,4,6726,19762B60,EMCR,COLUMBIA E T F TRUST II,,53146,4,19762B60,2012-10-16,2017-07-21,2.0,2012-10-16,2017-07-21
7845,13606,2012-10-11,2023-12-29,73,4,6726,33939L88,RAVI,FLEXSHARES TRUST,,53875,4,33939L88,2012-10-11,2023-12-29,2.0,2012-10-11,2023-12-29
7846,13607,2012-10-04,2023-01-31,73,4,6726,45409B50,QMN,INDEXIQ E T F TRUST,,53127,4,45409B50,2012-10-04,2023-01-31,2.0,2012-10-04,2023-01-31
7847,13608,2012-10-22,2016-02-01,73,4,6726,46432F83,IXUS,ISHARES TRUST,,37493,3,46432F83,2012-10-22,2023-12-29,2.0,2012-10-22,2023-12-29
7848,13608,2016-02-02,2023-12-29,73,3,6726,46432F83,IXUS,ISHARES TRUST,,37493,3,46432F83,2012-10-22,2023-12-29,2.0,2012-10-22,2023-12-29
7849,13609,2012-10-22,2017-08-01,73,4,6726,46432F84,IEFA,ISHARES TRUST,,37493,5,46432F84,2012-10-22,2023-12-29,2.0,2012-10-22,2023-12-29
7850,13609,2017-08-02,2023-12-29,73,5,6726,46432F84,IEFA,ISHARES TRUST,,37493,5,46432F84,2012-10-22,2023-12-29,2.0,2012-10-22,2023-12-29
7861,13612,2012-10-22,2017-08-01,73,4,6726,46432F85,ISTB,ISHARES TRUST,,37493,3,46432F85,2012-10-22,2023-12-29,2.0,2012-10-22,2023-12-29
7862,13612,2017-08-02,2023-12-29,73,3,6726,46432F85,ISTB,ISHARES TRUST,,37493,3,46432F85,2012-10-22,2023-12-29,2.0,2012-10-22,2023-12-29
7863,13613,2012-10-22,2023-12-29,73,4,6726,46434G10,IEMG,ISHARES INC,,31600,4,46434G10,2012-10-22,2023-12-29,2.0,2012-10-22,2023-12-29
7864,13614,2012-10-03,2016-04-06,18,1,6798,47200B10,JMI,JAVELIN MORTGAGE INVESTMENT CORP,,54201,1,47200B10,2012-10-03,2016-04-06,2.0,2012-10-03,2016-04-06
7865,13615,2012-10-25,2014-10-05,71,1,5172,52481410,LGP,LEHIGH GAS PARTNERS L P,,54202,1,22758A10,2012-10-25,2023-12-29,2.0,2012-10-25,2023-12-29
7866,13615,2014-10-06,2023-12-29,71,1,5172,22758A10,CAPL,CROSSAMERICA PARTNERS LP,,54202,1,22758A10,2012-10-25,2023-12-29,2.0,2012-10-25,2023-12-29
7867,13616,2012-10-03,2017-02-08,11,1,7382,53224V10,LOCK,LIFELOCK INC,,54203,1,53224V10,2012-10-03,2017-02-08,2.0,2012-10-03,2017-02-08
7868,13617,2012-10-03,2017-12-08,31,1,3443,55067810,LXFR,LUXFER HOLDINGS PLC,,54204,1,55067810,2012-10-03,2017-12-08,2.0,2012-10-03,2017-12-08
7869,13618,2012-10-26,2016-01-24,71,1,2911,55336V10,MPLX,M P L X L P,,54205,1,55336V10,2012-10-26,2023-12-29,2.0,2012-10-26,2023-12-29
7870,13618,2016-01-25,2016-12-21,71,1,5172,55336V10,MPLX,M P L X L P,,54205,1,55336V10,2012-10-26,2023-12-29,2.0,2012-10-26,2023-12-29
7871,13618,2016-12-22,2019-05-22,71,1,4619,55336V10,MPLX,M P L X L P,,54205,1,55336V10,2012-10-26,2023-12-29,2.0,2012-10-26,2023-12-29
7872,13618,2019-05-23,2020-05-03,71,1,8731,55336V10,MPLX,M P L X L P,,54205,1,55336V10,2012-10-26,2023-12-29,2.0,2012-10-26,2023-12-29
7873,13618,2020-05-04,2021-04-04,71,1,4619,55336V10,MPLX,M P L X L P,,54205,1,55336V10,2012-10-26,2023-12-29,2.0,2012-10-26,2023-12-29
7874,13618,2021-04-05,2023-12-29,71,1,8731,55336V10,MPLX,M P L X L P,,54205,1,55336V10,2012-10-26,2023-12-29,2.0,2012-10-26,2023-12-29
7875,13619,2012-10-26,2016-12-23,74,2,6726,67073110,CTF,NUVEEN LG SHT CMDTY TOTAL RTN FD,,54206,2,67073110,2012-10-26,2016-12-23,2.0,2012-10-26,2016-12-23
7876,13620,2012-10-18,2018-06-03,73,4,6726,73937B65,SPHD,POWERSHARES E T F TRUST II,,52902,4,46138E36,2012-10-18,2023-12-29,2.0,2012-10-18,2023-12-29
7877,13620,2018-06-04,2023-12-29,73,4,6726,46138E36,SPHD,INVESCO E T F TRUST II,,52902,4,46138E36,2012-10-18,2023-12-29,2.0,2012-10-18,2023-12-29
7878,13621,2012-10-19,2017-01-02,11,1,2834,74587V10,PBYI,PUMA BIOTECHNOLOGY INC,,54207,3,74587V10,2012-10-19,2023-12-29,2.0,2012-10-19,2023-12-29
7879,13621,2017-01-03,2023-12-29,11,3,2834,74587V10,PBYI,PUMA BIOTECHNOLOGY INC,,54207,3,74587V10,2012-10-19,2023-12-29,2.0,2012-10-19,2023-12-29
7880,13622,2012-10-11,2022-06-08,11,1,6531,75605Y10,RLGY,REALOGY HOLDINGS CORP,,54208,1,75605Y10,2012-10-11,2023-12-29,2.0,2012-10-11,2023-12-29
7881,13622,2022-06-09,2023-12-29,11,1,6531,75605Y10,HOUS,ANYWHERE REAL ESTATE INC,,54208,1,75605Y10,2012-10-11,2023-12-29,2.0,2012-10-11,2023-12-29
7882,13623,2012-10-25,2023-12-29,73,4,6726,78464A12,VLU,SPDR SERIES TRUST,,39147,4,78464A12,2012-10-25,2023-12-29,2.0,2012-10-25,2023-12-29
7883,13624,2012-10-25,2023-12-29,73,4,6726,78468R70,MMTM,SPDR SERIES TRUST,,39147,4,78468R70,2012-10-25,2023-12-29,2.0,2012-10-25,2023-12-29
7884,13625,2012-10-11,2023-12-29,11,1,7374,82569010,SSTK,SHUTTERSTOCK INC,,54209,1,82569010,2012-10-11,2023-12-29,2.0,2012-10-11,2023-12-29
7885,13626,2012-10-26,2022-04-10,44,1,6726,86164W10,EDI,STONE HARBOR EMRG MTS TOT INC FD,,54210,1,86164W10,2012-10-26,2023-12-15,2.0,2012-10-26,2023-12-15
7886,13626,2022-04-11,2023-12-15,44,1,6726,86164W10,EDI,VIRTUS STONE HARBOR EM TO IN FD,,54210,1,86164W10,2012-10-26,2023-12-15,2.0,2012-10-26,2023-12-15
7887,13627,2012-10-26,2014-06-17,11,1,2026,96624410,WWAV,WHITEWAVE FOODS CO,A,54212,1,96624410,2012-10-26,2017-04-11,2.0,2012-10-26,2017-04-11
7888,13627,2014-06-18,2017-04-11,11,1,2026,96624410,WWAV,WHITEWAVE FOODS CO,,54212,1,96624410,2012-10-26,2017-04-11,2.0,2012-10-26,2017-04-11
7889,13628,2012-10-12,2013-12-02,11,1,8999,98138H10,WDAY,WORKDAY INC,A,54213,3,98138H10,2012-10-12,2023-12-29,2.0,2012-10-12,2023-12-29
7890,13628,2013-12-03,2017-04-20,11,1,7371,98138H10,WDAY,WORKDAY INC,A,54213,3,98138H10,2012-10-12,2023-12-29,2.0,2012-10-12,2023-12-29
7891,13628,2017-04-21,2017-09-19,11,1,7372,98138H10,WDAY,WORKDAY INC,A,54213,3,98138H10,2012-10-12,2023-12-29,2.0,2012-10-12,2023-12-29
7892,13628,2017-09-20,2023-12-29,11,3,7372,98138H10,WDAY,WORKDAY INC,A,54213,3,98138H10,2012-10-12,2023-12-29,2.0,2012-10-12,2023-12-29
7895,13631,2012-10-10,2014-12-03,12,1,5153,G0335L10,ANFI,AMIRA NATURE FOODS LTD,,54214,1,G0335L20,2012-10-10,2020-08-17,2.0,2012-10-10,2020-08-17
7896,13631,2014-12-04,2019-12-19,12,1,2097,G0335L10,ANFI,AMIRA NATURE FOODS LTD,,54214,1,G0335L20,2012-10-10,2020-08-17,2.0,2012-10-10,2020-08-17
7897,13631,2019-12-20,2020-08-17,12,1,2097,G0335L20,RYCE,AMIRA NATURE FOODS LTD,,54214,1,G0335L20,2012-10-10,2020-08-17,2.0,2012-10-10,2020-08-17
7898,13632,2012-10-05,2016-11-04,12,1,7372,G3556910,FLTX,FLEETMATICS GROUP PLC,,54215,1,G3556910,2012-10-05,2016-11-04,2.0,2012-10-05,2016-11-04
7899,13633,2012-10-19,2019-07-01,72,1,1381,Y7545W10,SDLP,SEADRILL PARTNERS LLC,,54216,1,Y7545W12,2012-10-19,2019-09-04,2.0,2012-10-19,2019-09-04
7900,13633,2019-07-02,2019-09-04,72,1,1381,Y7545W12,SDLP,SEADRILL PARTNERS LLC,,54216,1,Y7545W12,2012-10-19,2019-09-04,2.0,2012-10-19,2019-09-04
7901,13634,2012-10-10,2023-12-29,12,3,9999,G037AX10,AMBA,AMBARELLA INC,,54217,3,G037AX10,2012-10-10,2023-12-29,2.0,2012-10-10,2023-12-29
7902,13636,2012-11-01,2015-09-08,11,3,9999,20585P10,CNSI,COMVERSE INC,,54219,3,98420V10,2012-11-01,2016-08-19,2.0,2012-11-01,2016-08-19
7903,13636,2015-09-09,2016-08-19,11,3,9999,98420V10,MESG,XURA INC,,54219,3,98420V10,2012-11-01,2016-08-19,2.0,2012-11-01,2016-08-19
7912,13639,2012-10-25,2014-04-28,12,3,9999,19044R20,COA,COASTAL CONTACTS INC,,54220,3,19044R20,2012-10-25,2014-04-28,2.0,2012-10-25,2014-04-28
7913,13640,2012-10-09,2017-10-20,11,3,6022,12653410,CUNB,C U BANCORP NEW,,54221,3,12653410,2012-10-09,2017-10-20,2.0,2012-10-09,2017-10-20
7914,13641,2012-10-12,2023-12-29,11,3,9999,25278X10,FANG,DIAMONDBACK ENERGY INC,,54222,3,25278X10,2012-10-12,2023-12-29,2.0,2012-10-12,2023-12-29
7915,13642,2012-10-10,2019-04-30,11,3,9999,40701510,HBK,HAMILTON BANCORP INC MD,,54223,3,40701510,2012-10-10,2019-04-30,2.0,2012-10-10,2019-04-30
7916,13643,2012-10-11,2023-11-07,11,3,9999,45845P10,ICPT,INTERCEPT PHARMACEUTICALS INC,,54224,3,45845P10,2012-10-11,2023-11-07,2.0,2012-10-11,2023-11-07
7917,13644,2012-10-11,2015-09-30,11,3,9999,50157010,KYTH,KYTHERA BIOPHARMACEUTICALS INC,,54226,3,50157010,2012-10-11,2015-09-30,2.0,2012-10-11,2015-09-30
7920,13647,2012-10-12,2016-05-23,11,3,9999,53578210,LNCO,LINNCO L L C,,54227,3,53578210,2012-10-12,2016-05-23,2.0,2012-10-12,2016-05-23
7921,13648,2012-10-22,2016-06-12,11,3,9999,54891030,LPTN,LPATH INC,A,54228,3,03767D10,2012-10-22,2023-04-03,2.0,2012-10-22,2023-04-03
7922,13648,2016-06-13,2016-12-29,11,3,9999,54891040,LPTN,LPATH INC,A,54228,3,03767D10,2012-10-22,2023-04-03,2.0,2012-10-22,2023-04-03
7923,13648,2016-12-30,2023-04-03,11,3,9999,03767D10,APEN,APOLLO ENDOSURGERY INC,,54228,3,03767D10,2012-10-22,2023-04-03,2.0,2012-10-22,2023-04-03
7924,13649,2012-10-04,2015-10-28,11,3,9999,55677710,MCBK,MADISON COUNTY FINANCIAL INC,,54229,3,55677710,2012-10-04,2015-10-28,2.0,2012-10-04,2015-10-28
7925,13650,2012-10-25,2023-12-29,14,3,9999,61033510,MRCC,MONROE CAPITAL CORP,,54231,3,61033510,2012-10-25,2023-12-29,2.0,2012-10-25,2023-12-29
7926,13652,2012-10-04,2018-10-03,11,3,9999,75915K10,RGLS,REGULUS THERAPEUTICS INC,,54232,3,75915K30,2012-10-04,2023-12-29,2.0,2012-10-04,2023-12-29
7927,13652,2018-10-04,2022-06-28,11,3,9999,75915K20,RGLS,REGULUS THERAPEUTICS INC,,54232,3,75915K30,2012-10-04,2023-12-29,2.0,2012-10-04,2023-12-29
7928,13652,2022-06-29,2023-12-29,11,3,9999,75915K30,RGLS,REGULUS THERAPEUTICS INC,,54232,3,75915K30,2012-10-04,2023-12-29,2.0,2012-10-04,2023-12-29
7935,13655,2012-10-04,2016-06-23,11,3,9999,74965F10,RLJE,R L J ENTERTAINMENT INC,,54233,3,74965F20,2012-10-04,2018-10-31,2.0,2012-10-04,2018-10-31
7936,13655,2016-06-24,2018-10-31,11,3,9999,74965F20,RLJE,R L J ENTERTAINMENT INC,,54233,3,74965F20,2012-10-04,2018-10-31,2.0,2012-10-04,2018-10-31
7937,13656,2012-10-12,2019-10-23,11,3,9999,81236210,SHOS,SEARS HOMETOWN & OUTLET STRS INC,,54517,3,81236210,2012-10-12,2019-10-23,2.0,2012-10-12,2019-10-23
7938,13657,2012-10-16,2023-12-29,73,3,6726,92202080,VTIP,VANGUARD MALVERN FUNDS,,54234,3,92202080,2012-10-16,2023-12-29,2.0,2012-10-16,2023-12-29
7939,13658,2012-10-26,2018-08-13,11,3,9999,98395070,XPLR,XPLORE TECHNOLOGIES CORP,,54235,3,98395070,2012-10-26,2018-08-13,2.0,2012-10-26,2018-08-13
7946,13678,2012-11-20,2018-02-06,71,1,2911,02052T10,ALDW,ALON U S A PARTNERS L P,,54255,1,02052T10,2012-11-20,2018-02-06,2.0,2012-11-20,2018-02-06
7947,13679,2012-11-28,2017-12-25,14,1,6726,04014F10,ARDC,ARES DYNAMIC CREDIT ALLOC FD INC,,54256,1,04014F10,2012-11-28,2023-12-29,2.0,2012-11-28,2023-12-29
7948,13679,2017-12-26,2023-12-29,14,1,6722,04014F10,ARDC,ARES DYNAMIC CREDIT ALLOC FD INC,,54256,1,04014F10,2012-11-28,2023-12-29,2.0,2012-11-28,2023-12-29
7949,13680,2012-11-08,2017-12-25,31,1,6519,10554B10,LND,BRASILAGRO BRAZIL AGR REAL ES CO,,54257,1,10554B10,2012-11-08,2023-12-29,2.0,2012-11-08,2023-12-29
7950,13680,2017-12-26,2023-12-29,31,1,5083,10554B10,LND,BRASILAGRO BRAZIL AGR REAL ES CO,,54257,1,10554B10,2012-11-08,2023-12-29,2.0,2012-11-08,2023-12-29
7951,13681,2012-11-02,2023-12-29,71,1,4612,24664T10,DKL,DELEK LOGISTICS PARTNERS L P,,54259,1,24664T10,2012-11-02,2023-12-29,2.0,2012-11-02,2023-12-29
7952,13682,2012-11-29,2014-01-23,73,4,6726,30304R10,GEMS,FACTORSHARES TRUST,,54260,4,30304R10,2012-11-29,2014-01-23,2.0,2012-11-29,2014-01-23
7953,13683,2012-11-29,2014-01-23,73,4,6726,30304R20,MSXX,FACTORSHARES TRUST,,54260,4,30304R20,2012-11-29,2014-01-23,2.0,2012-11-29,2014-01-23
7954,13684,2012-11-29,2016-06-26,73,4,6726,30304R30,SILJ,FACTORSHARES TRUST,,54260,4,26924G10,2012-11-29,2023-12-29,2.0,2012-11-29,2023-12-29
7955,13684,2016-06-27,2023-12-29,73,4,6726,26924G10,SILJ,E T F MANAGERS TRUST,,54260,4,26924G10,2012-11-29,2023-12-29,2.0,2012-11-29,2023-12-29
7956,13685,2012-11-28,2017-12-25,44,1,6726,33739B10,FEI,FIRST TRUST MLP & ENERGY INC FD,,54262,1,33739B10,2012-11-28,2023-12-29,2.0,2012-11-28,2023-12-29
7957,13685,2017-12-26,2023-12-29,44,1,6722,33739B10,FEI,FIRST TRUST MLP & ENERGY INC FD,,54262,1,33739B10,2012-11-28,2023-12-29,2.0,2012-11-28,2023-12-29
7958,13686,2012-11-07,2013-02-13,73,4,6726,74735F10,SNLN,PYXIS FUNDS I,,54264,3,43010177,2012-11-07,2023-09-15,2.0,2012-11-07,2023-09-15
7959,13686,2013-02-14,2016-09-27,73,4,6726,43010177,SNLN,HIGHLAND FUNDS I,,54264,3,43010177,2012-11-07,2023-09-15,2.0,2012-11-07,2023-09-15
7960,13686,2016-09-28,2023-09-15,73,3,6726,43010177,SNLN,HIGHLAND FUNDS I,,54264,3,43010177,2012-11-07,2023-09-15,2.0,2012-11-07,2023-09-15
7961,13687,2012-11-02,2017-01-02,11,1,5712,76128310,RH,RESTORATION HARDWARE HLDGS INC,,54265,1,74967X10,2012-11-02,2023-12-29,2.0,2012-11-02,2023-12-29
7962,13687,2017-01-03,2023-12-29,11,1,5712,74967X10,RH,R H,,54265,1,74967X10,2012-11-02,2023-12-29,2.0,2012-11-02,2023-12-29
7977,13690,2012-11-16,2016-05-26,11,1,4812,78122010,RKUS,RUCKUS WIRELESS INC,,54266,1,78122010,2012-11-16,2016-05-26,2.0,2012-11-16,2016-05-26
7978,13691,2012-11-02,2019-02-27,71,1,4922,84130C10,SXE,SOUTHCROSS ENERGY PARTNERS L P,,54267,1,84130C10,2012-11-02,2019-02-27,2.0,2012-11-02,2019-02-27
